WINDOW	CHROM	CHROM_WINDOW	STRAIN	STRAIN_GROUP	LOCALE	MEAN_COVERAGE	MEDIAN_COVERAGE	GENE_COUNT
8	Supercontig_1.1	7	A18.S4H	A	S	0.98	0.99	20
8	Supercontig_1.1	7	A19.S3B	A	S	1.07	1.06	20
8	Supercontig_1.1	7	A2.U10A	A	U	1.07	1.09	20
8	Supercontig_1.1	7	A20.S1E	A	S	0.96	0.96	20
8	Supercontig_1.1	7	A21.S8A	A	S	1.02	1.02	20
8	Supercontig_1.1	7	A22.UpperP	A	U	1.05	1.05	20
8	Supercontig_1.1	7	A23.LowerP	A	L	1.05	1.04	20
8	Supercontig_1.1	7	A24.SputuP	A	S	1.04	1.04	20
8	Supercontig_1.1	7	A3.U3G	A	U	1.12	1.12	20
8	Supercontig_1.1	7	A4.U3B	A	U	1.01	1.00	20
8	Supercontig_1.1	7	A5.U10D	A	U	1.00	1.02	20
8	Supercontig_1.1	7	A6.U5C	A	U	1.05	1.05	20
8	Supercontig_1.1	7	A7.U3E	A	U	1.11	1.11	20
8	Supercontig_1.1	7	A8.U2E	A	U	0.96	0.97	20
8	Supercontig_1.1	7	A9.L3D	A	L	1.05	1.06	20
8	Supercontig_1.1	7	ATCC42720	REF	Blood	1.15	1.13	20
8	Supercontig_1.1	7	B16.1310D	B	L	0.81	0.81	20
8	Supercontig_1.1	7	B17.1311G	B	L	0.94	0.93	20
8	Supercontig_1.1	7	B18.1312G	B	L	0.82	0.81	20
8	Supercontig_1.1	7	B19.1310A	B	L	0.87	0.87	20
8	Supercontig_1.1	7	B20.1311A	B	L	0.91	0.92	20
8	Supercontig_1.1	7	B21.1312A	B	L	0.83	0.82	20
8	Supercontig_1.1	7	B22.134E	B	U	0.82	0.82	20
8	Supercontig_1.1	7	B23.133H	B	U	0.92	0.92	20
8	Supercontig_1.1	7	B24.133F	B	U	0.89	0.90	20
8	Supercontig_1.1	7	B25.135C	B	U	0.84	0.84	20
8	Supercontig_1.1	7	B26.131A	B	U	0.93	0.93	20
8	Supercontig_1.1	7	B27.136A	B	U	0.95	0.95	20
8	Supercontig_1.1	7	B28.13UM	B	U	0.91	0.90	20
8	Supercontig_1.1	7	B29.13MM	B	M	0.76	0.73	20
8	Supercontig_1.1	7	C10.9M3	C	M	0.99	0.99	20
8	Supercontig_1.1	7	C11.9M41	C	M	0.84	0.83	20
8	Supercontig_1.1	7	C12.9U1	C	U	1.02	1.02	20
8	Supercontig_1.1	7	C13.9U2	C	U	0.99	0.98	20
8	Supercontig_1.1	7	C14.9U3	C	U	1.01	1.02	20
8	Supercontig_1.1	7	C15.9U4s	C	U	1.06	1.05	20
8	Supercontig_1.1	7	C30.13LM	C	L	0.78	0.77	20
8	Supercontig_1.1	7	C31.13MP	C	Stock	0.70	0.70	20
8	Supercontig_1.1	7	C4.9L1	C	L	1.02	1.02	20
8	Supercontig_1.1	7	C5.9L2	C	L	0.99	0.98	20
8	Supercontig_1.1	7	C6.9L3	C	L	0.97	0.97	20
8	Supercontig_1.1	7	C7.9L4	C	L	0.91	0.90	20
8	Supercontig_1.1	7	C8.9M1	C	M	0.88	0.86	20
8	Supercontig_1.1	7	C9.9M2	C	M	0.98	0.97	20
8	Supercontig_1.1	7	ctl1.AL1B	A	L	1.02	1.01	20
8	Supercontig_1.1	7	ctl2.AL1B	A	L	1.01	1.02	20
8	Supercontig_1.1	7	ctl3.C9L1	C	L	0.97	0.98	20
9	Supercontig_1.1	8	A10.L4C	A	L	0.91	0.91	20
9	Supercontig_1.1	8	A11.L11G	A	L	0.96	0.95	20
9	Supercontig_1.1	8	A12.L10B	A	L	0.96	0.93	20
9	Supercontig_1.1	8	A13.L3B	A	L	0.91	0.89	20
9	Supercontig_1.1	8	A14.L4E	A	L	0.92	0.91	20
9	Supercontig_1.1	8	A15.L4G	A	L	0.92	0.94	20
9	Supercontig_1.1	8	A16.L7C	A	L	0.92	0.91	20
9	Supercontig_1.1	8	A17.L1B	A	L	0.91	0.90	20
9	Supercontig_1.1	8	A18.S4H	A	S	0.90	0.88	20
9	Supercontig_1.1	8	A19.S3B	A	S	0.94	0.92	20
9	Supercontig_1.1	8	A2.U10A	A	U	0.96	0.93	20
9	Supercontig_1.1	8	A20.S1E	A	S	0.86	0.85	20
9	Supercontig_1.1	8	A21.S8A	A	S	0.92	0.92	20
9	Supercontig_1.1	8	A22.UpperP	A	U	0.92	0.91	20
9	Supercontig_1.1	8	A23.LowerP	A	L	0.92	0.92	20
9	Supercontig_1.1	8	A24.SputuP	A	S	0.89	0.87	20
9	Supercontig_1.1	8	A3.U3G	A	U	0.98	0.98	20
9	Supercontig_1.1	8	A4.U3B	A	U	0.90	0.91	20
9	Supercontig_1.1	8	A5.U10D	A	U	0.87	0.86	20
9	Supercontig_1.1	8	A6.U5C	A	U	0.93	0.92	20
9	Supercontig_1.1	8	A7.U3E	A	U	0.97	0.94	20
9	Supercontig_1.1	8	A8.U2E	A	U	0.87	0.87	20
9	Supercontig_1.1	8	A9.L3D	A	L	0.95	0.97	20
9	Supercontig_1.1	8	ATCC42720	REF	Blood	0.99	0.98	20
9	Supercontig_1.1	8	B16.1310D	B	L	0.76	0.75	20
9	Supercontig_1.1	8	B17.1311G	B	L	0.85	0.85	20
9	Supercontig_1.1	8	B18.1312G	B	L	0.79	0.79	20
9	Supercontig_1.1	8	B19.1310A	B	L	0.81	0.81	20
9	Supercontig_1.1	8	B20.1311A	B	L	0.85	0.85	20
9	Supercontig_1.1	8	B21.1312A	B	L	0.78	0.78	20
9	Supercontig_1.1	8	B22.134E	B	U	0.78	0.78	20
9	Supercontig_1.1	8	B23.133H	B	U	0.87	0.87	20
9	Supercontig_1.1	8	B24.133F	B	U	0.84	0.85	20
9	Supercontig_1.1	8	B25.135C	B	U	0.79	0.79	20
9	Supercontig_1.1	8	B26.131A	B	U	0.86	0.86	20
9	Supercontig_1.1	8	B27.136A	B	U	0.89	0.89	20
9	Supercontig_1.1	8	B28.13UM	B	U	0.91	0.92	20
9	Supercontig_1.1	8	B29.13MM	B	M	0.77	0.77	20
9	Supercontig_1.1	8	C10.9M3	C	M	0.91	0.92	20
9	Supercontig_1.1	8	C11.9M41	C	M	0.81	0.80	20
9	Supercontig_1.1	8	C12.9U1	C	U	0.94	0.94	20
9	Supercontig_1.1	8	C13.9U2	C	U	0.91	0.90	20
9	Supercontig_1.1	8	C14.9U3	C	U	0.92	0.92	20
9	Supercontig_1.1	8	C15.9U4s	C	U	0.95	0.95	20
9	Supercontig_1.1	8	C30.13LM	C	L	0.73	0.73	20
9	Supercontig_1.1	8	C31.13MP	C	Stock	0.64	0.64	20
9	Supercontig_1.1	8	C4.9L1	C	L	0.94	0.95	20
9	Supercontig_1.1	8	C5.9L2	C	L	0.91	0.90	20
9	Supercontig_1.1	8	C6.9L3	C	L	0.91	0.91	20
9	Supercontig_1.1	8	C7.9L4	C	L	0.85	0.84	20
9	Supercontig_1.1	8	C8.9M1	C	M	0.80	0.81	20
9	Supercontig_1.1	8	C9.9M2	C	M	0.90	0.90	20
9	Supercontig_1.1	8	ctl1.AL1B	A	L	0.95	0.94	20
9	Supercontig_1.1	8	ctl2.AL1B	A	L	0.95	0.95	20
9	Supercontig_1.1	8	ctl3.C9L1	C	L	0.93	0.92	20
10	Supercontig_1.1	9	A10.L4C	A	L	0.85	0.86	20
10	Supercontig_1.1	9	A11.L11G	A	L	0.88	0.87	20
10	Supercontig_1.1	9	A12.L10B	A	L	0.88	0.85	20
10	Supercontig_1.1	9	A13.L3B	A	L	0.88	0.87	20
10	Supercontig_1.1	9	A14.L4E	A	L	0.87	0.88	20
10	Supercontig_1.1	9	A15.L4G	A	L	0.87	0.87	20
10	Supercontig_1.1	9	A16.L7C	A	L	0.88	0.88	20
10	Supercontig_1.1	9	A17.L1B	A	L	0.85	0.85	20
10	Supercontig_1.1	9	A18.S4H	A	S	0.82	0.83	20
10	Supercontig_1.1	9	A19.S3B	A	S	0.88	0.87	20
10	Supercontig_1.1	9	A2.U10A	A	U	0.89	0.90	20
10	Supercontig_1.1	9	A20.S1E	A	S	0.80	0.82	20
10	Supercontig_1.1	9	A21.S8A	A	S	0.87	0.88	20
10	Supercontig_1.1	9	A22.UpperP	A	U	0.86	0.85	20
10	Supercontig_1.1	9	A23.LowerP	A	L	0.85	0.86	20
10	Supercontig_1.1	9	A24.SputuP	A	S	0.83	0.85	20
10	Supercontig_1.1	9	A3.U3G	A	U	0.94	0.94	20
10	Supercontig_1.1	9	A4.U3B	A	U	0.84	0.85	20
10	Supercontig_1.1	9	A5.U10D	A	U	0.85	0.85	20
10	Supercontig_1.1	9	A6.U5C	A	U	0.88	0.88	20
10	Supercontig_1.1	9	A7.U3E	A	U	0.90	0.90	20
10	Supercontig_1.1	9	A8.U2E	A	U	0.82	0.81	20
10	Supercontig_1.1	9	A9.L3D	A	L	0.87	0.85	20
10	Supercontig_1.1	9	ATCC42720	REF	Blood	0.90	0.88	20
10	Supercontig_1.1	9	B16.1310D	B	L	0.74	0.74	20
10	Supercontig_1.1	9	B17.1311G	B	L	0.80	0.81	20
10	Supercontig_1.1	9	B18.1312G	B	L	0.75	0.75	20
10	Supercontig_1.1	9	B19.1310A	B	L	0.80	0.78	20
10	Supercontig_1.1	9	B20.1311A	B	L	0.82	0.82	20
10	Supercontig_1.1	9	B21.1312A	B	L	0.78	0.79	20
10	Supercontig_1.1	9	B22.134E	B	U	0.77	0.76	20
10	Supercontig_1.1	9	B23.133H	B	U	0.82	0.82	20
10	Supercontig_1.1	9	B24.133F	B	U	0.80	0.81	20
10	Supercontig_1.1	9	B25.135C	B	U	0.77	0.76	20
10	Supercontig_1.1	9	B26.131A	B	U	0.85	0.84	20
10	Supercontig_1.1	9	B27.136A	B	U	0.85	0.85	20
10	Supercontig_1.1	9	B28.13UM	B	U	0.92	0.90	20
10	Supercontig_1.1	9	B29.13MM	B	M	0.76	0.75	20
10	Supercontig_1.1	9	C10.9M3	C	M	0.85	0.85	20
10	Supercontig_1.1	9	C11.9M41	C	M	0.76	0.75	20
10	Supercontig_1.1	9	C12.9U1	C	U	0.87	0.88	20
10	Supercontig_1.1	9	C13.9U2	C	U	0.86	0.85	20
10	Supercontig_1.1	9	C14.9U3	C	U	0.87	0.86	20
10	Supercontig_1.1	9	C15.9U4s	C	U	0.89	0.91	20
10	Supercontig_1.1	9	C30.13LM	C	L	0.71	0.71	20
10	Supercontig_1.1	9	C31.13MP	C	Stock	0.61	0.61	20
10	Supercontig_1.1	9	C4.9L1	C	L	0.89	0.87	20
10	Supercontig_1.1	9	C5.9L2	C	L	0.84	0.84	20
10	Supercontig_1.1	9	C6.9L3	C	L	0.83	0.84	20
10	Supercontig_1.1	9	C7.9L4	C	L	0.80	0.80	20
10	Supercontig_1.1	9	C8.9M1	C	M	0.75	0.75	20
10	Supercontig_1.1	9	C9.9M2	C	M	0.88	0.87	20
10	Supercontig_1.1	9	ctl1.AL1B	A	L	0.91	0.91	20
10	Supercontig_1.1	9	ctl2.AL1B	A	L	0.91	0.92	20
10	Supercontig_1.1	9	ctl3.C9L1	C	L	0.90	0.90	20
11	Supercontig_1.1	10	A10.L4C	A	L	0.90	0.89	20
11	Supercontig_1.1	10	A11.L11G	A	L	0.93	0.93	20
11	Supercontig_1.1	10	A12.L10B	A	L	0.92	0.94	20
11	Supercontig_1.1	10	A13.L3B	A	L	0.88	0.86	20
11	Supercontig_1.1	10	A14.L4E	A	L	0.89	0.90	20
11	Supercontig_1.1	10	A15.L4G	A	L	0.92	0.92	20
11	Supercontig_1.1	10	A16.L7C	A	L	0.92	0.94	20
11	Supercontig_1.1	10	A17.L1B	A	L	0.87	0.86	20
11	Supercontig_1.1	10	A18.S4H	A	S	0.86	0.85	20
11	Supercontig_1.1	10	A19.S3B	A	S	0.90	0.90	20
11	Supercontig_1.1	10	A2.U10A	A	U	0.93	0.93	20
11	Supercontig_1.1	10	A20.S1E	A	S	0.85	0.86	20
11	Supercontig_1.1	10	A21.S8A	A	S	0.90	0.89	20
11	Supercontig_1.1	10	A22.UpperP	A	U	0.89	0.91	20
11	Supercontig_1.1	10	A23.LowerP	A	L	0.90	0.90	20
11	Supercontig_1.1	10	A24.SputuP	A	S	0.86	0.86	20
11	Supercontig_1.1	10	A3.U3G	A	U	0.95	0.95	20
11	Supercontig_1.1	10	A4.U3B	A	U	0.90	0.91	20
11	Supercontig_1.1	10	A5.U10D	A	U	0.85	0.83	20
11	Supercontig_1.1	10	A6.U5C	A	U	0.93	0.93	20
11	Supercontig_1.1	10	A7.U3E	A	U	0.93	0.93	20
11	Supercontig_1.1	10	A8.U2E	A	U	0.86	0.86	20
11	Supercontig_1.1	10	A9.L3D	A	L	0.92	0.91	20
11	Supercontig_1.1	10	ATCC42720	REF	Blood	0.92	0.92	20
11	Supercontig_1.1	10	B16.1310D	B	L	0.73	0.72	20
11	Supercontig_1.1	10	B17.1311G	B	L	0.77	0.77	20
11	Supercontig_1.1	10	B18.1312G	B	L	0.77	0.77	20
11	Supercontig_1.1	10	B19.1310A	B	L	0.79	0.78	20
11	Supercontig_1.1	10	B20.1311A	B	L	0.82	0.83	20
11	Supercontig_1.1	10	B21.1312A	B	L	0.81	0.80	20
11	Supercontig_1.1	10	B22.134E	B	U	0.79	0.80	20
11	Supercontig_1.1	10	B23.133H	B	U	0.82	0.83	20
11	Supercontig_1.1	10	B24.133F	B	U	0.80	0.80	20
11	Supercontig_1.1	10	B25.135C	B	U	0.77	0.77	20
11	Supercontig_1.1	10	B26.131A	B	U	0.86	0.85	20
11	Supercontig_1.1	10	B27.136A	B	U	0.86	0.87	20
11	Supercontig_1.1	10	B28.13UM	B	U	0.87	0.85	20
11	Supercontig_1.1	10	B29.13MM	B	M	0.73	0.71	20
11	Supercontig_1.1	10	C10.9M3	C	M	0.82	0.81	20
11	Supercontig_1.1	10	C11.9M41	C	M	0.74	0.73	20
11	Supercontig_1.1	10	C12.9U1	C	U	0.82	0.81	20
11	Supercontig_1.1	10	C13.9U2	C	U	0.87	0.87	20
11	Supercontig_1.1	10	C14.9U3	C	U	0.86	0.85	20
11	Supercontig_1.1	10	C15.9U4s	C	U	0.87	0.87	20
11	Supercontig_1.1	10	C30.13LM	C	L	0.72	0.72	20
11	Supercontig_1.1	10	C31.13MP	C	Stock	0.62	0.62	20
11	Supercontig_1.1	10	C4.9L1	C	L	0.86	0.85	20
11	Supercontig_1.1	10	C5.9L2	C	L	0.83	0.83	20
11	Supercontig_1.1	10	C6.9L3	C	L	0.82	0.82	20
11	Supercontig_1.1	10	C7.9L4	C	L	0.78	0.77	20
11	Supercontig_1.1	10	C8.9M1	C	M	0.72	0.71	20
11	Supercontig_1.1	10	C9.9M2	C	M	0.86	0.87	20
11	Supercontig_1.1	10	ctl1.AL1B	A	L	0.93	0.93	20
11	Supercontig_1.1	10	ctl2.AL1B	A	L	0.91	0.91	20
11	Supercontig_1.1	10	ctl3.C9L1	C	L	0.89	0.89	20
12	Supercontig_1.1	11	A10.L4C	A	L	0.91	0.91	20
12	Supercontig_1.1	11	A11.L11G	A	L	0.91	0.92	20
12	Supercontig_1.1	11	A12.L10B	A	L	0.94	0.95	20
12	Supercontig_1.1	11	A13.L3B	A	L	0.89	0.89	20
12	Supercontig_1.1	11	A14.L4E	A	L	0.90	0.90	20
12	Supercontig_1.1	11	A15.L4G	A	L	0.94	0.93	20
12	Supercontig_1.1	11	A16.L7C	A	L	0.92	0.91	20
12	Supercontig_1.1	11	A17.L1B	A	L	0.89	0.88	20
12	Supercontig_1.1	11	A18.S4H	A	S	0.85	0.85	20
12	Supercontig_1.1	11	A19.S3B	A	S	0.94	0.94	20
12	Supercontig_1.1	11	A2.U10A	A	U	0.93	0.95	20
12	Supercontig_1.1	11	A20.S1E	A	S	0.86	0.88	20
12	Supercontig_1.1	11	A21.S8A	A	S	0.88	0.90	20
12	Supercontig_1.1	11	A22.UpperP	A	U	0.91	0.92	20
12	Supercontig_1.1	11	A23.LowerP	A	L	0.88	0.90	20
12	Supercontig_1.1	11	A24.SputuP	A	S	0.87	0.86	20
12	Supercontig_1.1	11	A3.U3G	A	U	0.92	0.91	20
12	Supercontig_1.1	11	A4.U3B	A	U	0.92	0.93	20
12	Supercontig_1.1	11	A5.U10D	A	U	0.87	0.86	20
12	Supercontig_1.1	11	A6.U5C	A	U	0.94	0.96	20
12	Supercontig_1.1	11	A7.U3E	A	U	0.94	0.95	20
12	Supercontig_1.1	11	A8.U2E	A	U	0.87	0.85	20
12	Supercontig_1.1	11	A9.L3D	A	L	0.91	0.92	20
12	Supercontig_1.1	11	ATCC42720	REF	Blood	0.86	0.85	20
12	Supercontig_1.1	11	B16.1310D	B	L	0.77	0.77	20
12	Supercontig_1.1	11	B17.1311G	B	L	0.77	0.77	20
12	Supercontig_1.1	11	B18.1312G	B	L	0.79	0.79	20
12	Supercontig_1.1	11	B19.1310A	B	L	0.82	0.83	20
12	Supercontig_1.1	11	B20.1311A	B	L	0.84	0.85	20
12	Supercontig_1.1	11	B21.1312A	B	L	0.82	0.82	20
12	Supercontig_1.1	11	B22.134E	B	U	0.80	0.80	20
12	Supercontig_1.1	11	B23.133H	B	U	0.86	0.86	20
12	Supercontig_1.1	11	B24.133F	B	U	0.80	0.80	20
12	Supercontig_1.1	11	B25.135C	B	U	0.79	0.79	20
12	Supercontig_1.1	11	B26.131A	B	U	0.88	0.89	20
12	Supercontig_1.1	11	B27.136A	B	U	0.88	0.88	20
12	Supercontig_1.1	11	B28.13UM	B	U	0.90	0.86	20
12	Supercontig_1.1	11	B29.13MM	B	M	0.75	0.73	20
12	Supercontig_1.1	11	C10.9M3	C	M	0.79	0.79	20
12	Supercontig_1.1	11	C11.9M41	C	M	0.74	0.73	20
12	Supercontig_1.1	11	C12.9U1	C	U	0.79	0.80	20
12	Supercontig_1.1	11	C13.9U2	C	U	0.88	0.89	20
12	Supercontig_1.1	11	C14.9U3	C	U	0.86	0.86	20
12	Supercontig_1.1	11	C15.9U4s	C	U	0.87	0.86	20
12	Supercontig_1.1	11	C30.13LM	C	L	0.74	0.75	20
12	Supercontig_1.1	11	C31.13MP	C	Stock	0.62	0.61	20
12	Supercontig_1.1	11	C4.9L1	C	L	0.84	0.85	20
12	Supercontig_1.1	11	C5.9L2	C	L	0.80	0.80	20
12	Supercontig_1.1	11	C6.9L3	C	L	0.80	0.80	20
12	Supercontig_1.1	11	C7.9L4	C	L	0.77	0.77	20
12	Supercontig_1.1	11	C8.9M1	C	M	0.70	0.70	20
12	Supercontig_1.1	11	C9.9M2	C	M	0.87	0.86	20
12	Supercontig_1.1	11	ctl1.AL1B	A	L	0.91	0.92	20
12	Supercontig_1.1	11	ctl2.AL1B	A	L	0.94	0.95	20
12	Supercontig_1.1	11	ctl3.C9L1	C	L	0.89	0.87	20
13	Supercontig_1.1	12	A10.L4C	A	L	0.98	1.01	20
13	Supercontig_1.1	12	A11.L11G	A	L	0.94	0.94	20
13	Supercontig_1.1	12	A12.L10B	A	L	0.97	0.99	20
13	Supercontig_1.1	12	A13.L3B	A	L	0.92	0.93	20
13	Supercontig_1.1	12	A14.L4E	A	L	0.95	0.98	20
13	Supercontig_1.1	12	A15.L4G	A	L	1.01	1.03	20
13	Supercontig_1.1	12	A16.L7C	A	L	1.00	1.01	20
13	Supercontig_1.1	12	A17.L1B	A	L	0.93	0.94	20
13	Supercontig_1.1	12	A18.S4H	A	S	0.89	0.89	20
13	Supercontig_1.1	12	A19.S3B	A	S	0.95	0.94	20
13	Supercontig_1.1	12	A2.U10A	A	U	0.98	0.99	20
13	Supercontig_1.1	12	A20.S1E	A	S	0.91	0.92	20
13	Supercontig_1.1	12	A21.S8A	A	S	0.90	0.92	20
13	Supercontig_1.1	12	A22.UpperP	A	U	0.94	0.96	20
13	Supercontig_1.1	12	A23.LowerP	A	L	0.95	0.97	20
13	Supercontig_1.1	12	A24.SputuP	A	S	0.91	0.94	20
13	Supercontig_1.1	12	A3.U3G	A	U	0.96	0.98	20
13	Supercontig_1.1	12	A4.U3B	A	U	0.95	0.95	20
13	Supercontig_1.1	12	A5.U10D	A	U	0.87	0.90	20
13	Supercontig_1.1	12	A6.U5C	A	U	0.98	1.00	20
13	Supercontig_1.1	12	A7.U3E	A	U	0.99	1.00	20
13	Supercontig_1.1	12	A8.U2E	A	U	0.89	0.91	20
13	Supercontig_1.1	12	A9.L3D	A	L	0.94	0.95	20
13	Supercontig_1.1	12	ATCC42720	REF	Blood	0.89	0.90	20
13	Supercontig_1.1	12	B16.1310D	B	L	0.84	0.84	20
13	Supercontig_1.1	12	B17.1311G	B	L	0.78	0.79	20
13	Supercontig_1.1	12	B18.1312G	B	L	0.84	0.85	20
13	Supercontig_1.1	12	B19.1310A	B	L	0.84	0.85	20
13	Supercontig_1.1	12	B20.1311A	B	L	0.85	0.86	20
13	Supercontig_1.1	12	B21.1312A	B	L	0.84	0.84	20
13	Supercontig_1.1	12	B22.134E	B	U	0.86	0.87	20
13	Supercontig_1.1	12	B23.133H	B	U	0.91	0.92	20
13	Supercontig_1.1	12	B24.133F	B	U	0.86	0.87	20
13	Supercontig_1.1	12	B25.135C	B	U	0.78	0.79	20
13	Supercontig_1.1	12	B26.131A	B	U	0.85	0.87	20
13	Supercontig_1.1	12	B27.136A	B	U	0.87	0.88	20
13	Supercontig_1.1	12	B28.13UM	B	U	0.85	0.86	20
13	Supercontig_1.1	12	B29.13MM	B	M	0.77	0.77	20
13	Supercontig_1.1	12	C10.9M3	C	M	0.77	0.77	20
13	Supercontig_1.1	12	C11.9M41	C	M	0.73	0.73	20
13	Supercontig_1.1	12	C12.9U1	C	U	0.78	0.78	20
13	Supercontig_1.1	12	C13.9U2	C	U	0.90	0.91	20
13	Supercontig_1.1	12	C14.9U3	C	U	0.87	0.88	20
13	Supercontig_1.1	12	C15.9U4s	C	U	0.90	0.91	20
13	Supercontig_1.1	12	C30.13LM	C	L	0.75	0.76	20
13	Supercontig_1.1	12	C31.13MP	C	Stock	0.62	0.62	20
13	Supercontig_1.1	12	C4.9L1	C	L	0.83	0.84	20
13	Supercontig_1.1	12	C5.9L2	C	L	0.77	0.78	20
13	Supercontig_1.1	12	C6.9L3	C	L	0.80	0.80	20
13	Supercontig_1.1	12	C7.9L4	C	L	0.77	0.77	20
13	Supercontig_1.1	12	C8.9M1	C	M	0.69	0.70	20
13	Supercontig_1.1	12	C9.9M2	C	M	0.85	0.85	20
13	Supercontig_1.1	12	ctl1.AL1B	A	L	0.93	0.94	20
13	Supercontig_1.1	12	ctl2.AL1B	A	L	0.92	0.93	20
13	Supercontig_1.1	12	ctl3.C9L1	C	L	0.89	0.91	20
14	Supercontig_1.1	13	A10.L4C	A	L	0.95	0.97	20
14	Supercontig_1.1	13	A11.L11G	A	L	0.92	0.92	20
14	Supercontig_1.1	13	A12.L10B	A	L	0.96	0.96	20
14	Supercontig_1.1	13	A13.L3B	A	L	0.88	0.89	20
14	Supercontig_1.1	13	A14.L4E	A	L	0.95	0.94	20
14	Supercontig_1.1	13	A15.L4G	A	L	0.96	0.96	20
14	Supercontig_1.1	13	A16.L7C	A	L	0.99	1.01	20
14	Supercontig_1.1	13	A17.L1B	A	L	0.94	0.93	20
14	Supercontig_1.1	13	A18.S4H	A	S	0.87	0.87	20
14	Supercontig_1.1	13	A19.S3B	A	S	0.92	0.92	20
14	Supercontig_1.1	13	A2.U10A	A	U	0.97	0.96	20
14	Supercontig_1.1	13	A20.S1E	A	S	0.92	0.92	20
14	Supercontig_1.1	13	A21.S8A	A	S	0.91	0.91	20
14	Supercontig_1.1	13	A22.UpperP	A	U	0.92	0.92	20
14	Supercontig_1.1	13	A23.LowerP	A	L	0.93	0.93	20
14	Supercontig_1.1	13	A24.SputuP	A	S	0.90	0.90	20
14	Supercontig_1.1	13	A3.U3G	A	U	0.90	0.89	20
14	Supercontig_1.1	13	A4.U3B	A	U	0.93	0.91	20
14	Supercontig_1.1	13	A5.U10D	A	U	0.83	0.83	20
14	Supercontig_1.1	13	A6.U5C	A	U	0.95	0.95	20
14	Supercontig_1.1	13	A7.U3E	A	U	0.96	0.96	20
14	Supercontig_1.1	13	A8.U2E	A	U	0.89	0.90	20
14	Supercontig_1.1	13	A9.L3D	A	L	0.91	0.90	20
14	Supercontig_1.1	13	ATCC42720	REF	Blood	0.84	0.84	20
14	Supercontig_1.1	13	B16.1310D	B	L	0.86	0.86	20
14	Supercontig_1.1	13	B17.1311G	B	L	0.76	0.77	20
14	Supercontig_1.1	13	B18.1312G	B	L	0.86	0.86	20
14	Supercontig_1.1	13	B19.1310A	B	L	0.82	0.82	20
14	Supercontig_1.1	13	B20.1311A	B	L	0.84	0.83	20
14	Supercontig_1.1	13	B21.1312A	B	L	0.83	0.83	20
14	Supercontig_1.1	13	B22.134E	B	U	0.87	0.87	20
14	Supercontig_1.1	13	B23.133H	B	U	0.90	0.90	20
14	Supercontig_1.1	13	B24.133F	B	U	0.87	0.88	20
14	Supercontig_1.1	13	B25.135C	B	U	0.78	0.78	20
14	Supercontig_1.1	13	B26.131A	B	U	0.86	0.86	20
14	Supercontig_1.1	13	B27.136A	B	U	0.85	0.87	20
14	Supercontig_1.1	13	B28.13UM	B	U	0.87	0.85	20
14	Supercontig_1.1	13	B29.13MM	B	M	0.80	0.79	20
14	Supercontig_1.1	13	C10.9M3	C	M	0.75	0.74	20
14	Supercontig_1.1	13	C11.9M41	C	M	0.73	0.74	20
14	Supercontig_1.1	13	C12.9U1	C	U	0.76	0.75	20
14	Supercontig_1.1	13	C13.9U2	C	U	0.91	0.91	20
14	Supercontig_1.1	13	C14.9U3	C	U	0.86	0.87	20
14	Supercontig_1.1	13	C15.9U4s	C	U	0.90	0.90	20
14	Supercontig_1.1	13	C30.13LM	C	L	0.75	0.74	20
14	Supercontig_1.1	13	C31.13MP	C	Stock	0.60	0.60	20
14	Supercontig_1.1	13	C4.9L1	C	L	0.82	0.81	20
14	Supercontig_1.1	13	C5.9L2	C	L	0.76	0.76	20
14	Supercontig_1.1	13	C6.9L3	C	L	0.78	0.78	20
14	Supercontig_1.1	13	C7.9L4	C	L	0.76	0.76	20
14	Supercontig_1.1	13	C8.9M1	C	M	0.67	0.67	20
14	Supercontig_1.1	13	C9.9M2	C	M	0.84	0.85	20
14	Supercontig_1.1	13	ctl1.AL1B	A	L	0.91	0.91	20
14	Supercontig_1.1	13	ctl2.AL1B	A	L	0.90	0.90	20
14	Supercontig_1.1	13	ctl3.C9L1	C	L	0.89	0.88	20
15	Supercontig_1.1	14	A10.L4C	A	L	0.91	0.92	20
15	Supercontig_1.1	14	A11.L11G	A	L	0.89	0.89	20
15	Supercontig_1.1	14	A12.L10B	A	L	0.91	0.90	20
15	Supercontig_1.1	14	A13.L3B	A	L	0.85	0.85	20
15	Supercontig_1.1	14	A14.L4E	A	L	0.89	0.89	20
15	Supercontig_1.1	14	A15.L4G	A	L	0.91	0.90	20
15	Supercontig_1.1	14	A16.L7C	A	L	0.94	0.94	20
15	Supercontig_1.1	14	A17.L1B	A	L	0.87	0.87	20
15	Supercontig_1.1	14	A18.S4H	A	S	0.84	0.84	20
15	Supercontig_1.1	14	A19.S3B	A	S	0.87	0.89	20
15	Supercontig_1.1	14	A2.U10A	A	U	0.91	0.90	20
15	Supercontig_1.1	14	A20.S1E	A	S	0.90	0.89	20
15	Supercontig_1.1	14	A21.S8A	A	S	0.83	0.84	20
15	Supercontig_1.1	14	A22.UpperP	A	U	0.86	0.87	20
15	Supercontig_1.1	14	A23.LowerP	A	L	0.87	0.87	20
15	Supercontig_1.1	14	A24.SputuP	A	S	0.82	0.85	20
15	Supercontig_1.1	14	A3.U3G	A	U	0.81	0.80	20
15	Supercontig_1.1	14	A4.U3B	A	U	0.90	0.91	20
